0	3.3981933594	14.6787112975	3.8029573186
1	2.2048034668	12.8102568481	5.0873282500
2	3.2060241699	14.9212473445	3.8942463627
3	0.6942749023	8.1734613254	4.0883948149
4	1.5901489258	-4.6317824217	9.1990200070
5	1.0318603516	4.4421679941	5.1509365893
6	0.1874694824	7.1165782443	3.1416429802
7	2.1347351074	12.0900301646	5.3375392494
8	0.9136962891	6.2581622945	4.6596228916
9	0.1942138672	7.2142265677	3.1612619321
10	2.0424499512	10.7819041430	5.7609968284
11	0.6387939453	8.4334514359	3.9830791346
12	1.1224670410	2.5402680959	5.6755248877
13	0.6381225586	8.4361211505	3.9818624846
14	2.7637023926	14.8897616397	4.1597121518
15	1.4293823242	-5.7882089024	8.5631962061
16	1.8241271973	5.0427264088	7.3495912247
17	1.2469787598	-0.8505544453	6.6801554002
18	3.0279846191	14.9985681715	3.9844022432
19	3.1372070313	14.9655053124	3.9276463399
20	3.5469360352	14.3038211007	3.7226083153
21	0.4388732910	8.7339719584	3.6521721686
22	1.5753479004	-5.0616807175	9.2275623159
23	0.2110290527	7.4373688752	3.2076417860
24	0.4310607910	8.7243702135	3.6395483002
25	2.3894348145	13.9971619261	4.6286247767
26	3.2127075195	14.9159120483	3.8910630756
27	0.9526977539	5.7325806419	4.8022655769
28	2.5449829102	14.5249255162	4.3843798107
29	3.8793945313	10.9122685868	3.2730100265
30	2.4430236816	14.2140910241	4.5335273887
31	1.1774597168	1.1456411300	6.0755218409
32	2.8270263672	14.9426002014	4.1108073161
33	0.7671813965	7.7067989642	4.2451651921
34	3.7189636230	13.3979706609	3.5844130679
35	2.4989318848	14.3990009565	4.4471886931
36	3.6515808105	13.8492540565	3.6486695107
37	1.0867004395	3.3491746390	5.4499932219
38	1.3220520020	-3.1428143745	7.4439992949
39	1.2393493652	-0.6214386832	6.6084356081
40	0.0206298828	1.6217976931	2.2420766197
41	3.7698974609	12.9119276936	3.5198802232
42	0.8663635254	6.8106470485	4.5072387831
43	1.9648132324	9.2457555242	6.2225301630
44	1.3801574707	-4.7649290586	8.0690899036
45	3.9944152832	1.4108016396	2.1632374284
46	3.4275512695	14.6214925988	3.7883328919
47	0.6452636719	8.4071500720	3.9948670302
48	2.0614624023	11.0917823410	5.6636181127
49	2.1563415527	12.3334460621	5.2546237746
50	3.2967834473	14.8314276573	3.8514305371
51	2.4397888184	14.2021774099	4.5389026029
52	3.3476867676	14.7626801209	3.8273685564
53	3.4678039551	14.5312516996	3.7675108597
54	2.3594360352	13.8556019625	4.6880241806
55	0.1066894531	5.4440694299	2.8410737765
56	2.1651306152	12.4267234443	5.2224313365
57	0.1795349121	6.9951847181	3.1177376916
58	2.0993347168	11.6437014380	5.4858812478
59	2.0386352539	10.7168715411	5.7812308233
60	1.3996887207	-5.2230817803	8.2726813774
61	1.4287414551	-5.7779670484	8.5572512048
62	3.2273559570	14.9035422345	3.8841121020
63	2.9229125977	14.9889493112	4.0459386482
64	1.8382263184	5.5577506284	7.2206227346
65	3.7115783691	13.4563140424	3.5924230332
66	0.9354858398	5.9728172690	4.7372311125
67	2.0264892578	10.5031537843	5.8472547920
68	0.7351074219	7.9304536336	4.1731779140
69	3.9808349609	3.9965720831	2.4628461018
70	2.7756958008	14.9012557388	4.1500192796
71	2.1062316895	11.7356131991	5.4556950714
72	0.0034179688	0.3004335881	2.0445632457
73	1.3686523438	-4.4696894819	7.9463968946
74	3.1638488770	14.9506229256	3.9145595098
75	0.9439392090	5.8565061778	4.7687436645
76	1.0315246582	4.4483313266	5.1492643556
77	1.5342102051	-5.9299691045	9.2086314207
78	1.5086364746	-6.2045537488	9.1239360410
79	2.5067138672	14.4218318661	4.4360843820
80	0.1243591309	5.9088492295	2.9199875964
81	1.6361999512	-2.9786229153	9.0018102571
82	0.9654235840	5.5461745539	4.8526160215
83	3.7319335938	13.2889294436	3.5696197619
84	2.5699462891	14.5845778149	4.3530603081
85	0.9307250977	6.0369211453	4.7198373102
86	0.8151550293	7.3141950036	4.3635651966
87	3.9374389648	8.3742082467	2.9727469522
88	1.3306884766	-3.4002135658	7.5367252032
89	1.9937438965	9.8733336883	6.0378904477
90	0.4683837891	8.7544389260	3.6994979878
91	2.8567810059	14.9610895968	4.0896087933
92	3.3599243164	14.7438784725	3.8215199092
93	2.5688476563	14.5820702960	4.3544012910
94	0.0939636230	5.0620850908	2.7778223141
95	1.2992858887	-2.4510770922	7.2030174921
96	1.5431518555	-5.7848661301	9.2251979600
97	2.0398864746	10.7383104572	5.7745679333
98	1.8731689453	6.7421498444	6.9147765734
99	1.4352416992	-5.8774391314	8.6167572710
100	2.2645263672	13.2876177027	4.9118146511
101	3.5286865234	14.3631889519	3.7335634446
102	3.8785095215	10.9382667094	3.2761293713
103	1.7060546875	0.0570141687	8.4687441452
104	1.5983581543	-4.3696752936	9.1754748162
